URL,Type,Title,H1,Canonical,Word count,Quality score,Internal inbound links,Sitemap status,Content hash,Last content modification,Main entity,Search intent,Source
/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro-7/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro-7/,490,93,TBD,indexable,e42cc6c97c6d9d00,2026-08-08T03:11:40.458Z,Model,Model,src/content/brands/lenovo-legion-pro-7.md
/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro/,588,91,TBD,indexable,814bed8327b6e404,2026-08-08T02:50:35.129Z,Model,Model,src/content/brands/lenovo-legion-pro.md
/รับซื้อโน๊ตบุ๊ค/lenovo-legion-slim/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-slim/,590,91,TBD,indexable,d753863d69fe0083,2026-08-08T02:50:35.131Z,Model,Model,src/content/brands/lenovo-legion-slim.md
/รับซื้อโน๊ตบุ๊ค/lenovo-loq-15-16/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-loq-15-16/,540,91,TBD,indexable,103af4a63ca5eab2,2026-08-08T02:50:35.132Z,Model,Model,src/content/brands/lenovo-loq-15-16.md
/รับซื้อโน๊ตบุ๊ค/lenovo-thinkbook/,Series,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-thinkbook/,677,91,TBD,indexable,cae09ebed1ee1d81,2026-08-08T03:14:58.055Z,Series,Series,src/content/brands/lenovo-thinkbook.md
/รับซื้อโน๊ตบุ๊ค/lenovo-yoga/,Series,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-yoga/,704,94,TBD,indexable,14100a18234fff63,2026-08-08T03:14:58.057Z,Series,Series,src/content/brands/lenovo-yoga.md
/รับซื้อโน๊ตบุ๊ค/lenovo/,Brand,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo/,1016,92,TBD,indexable,39b42b13f7162648,2026-08-08T02:50:35.135Z,Brand,Brand,src/content/brands/lenovo.md
/รับซื้อโน๊ตบุ๊ค/lg-gram/,Series,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lg-gram/,410,87,TBD,indexable,1bd531e052343329,2026-08-08T03:11:40.464Z,Series,Series,src/content/brands/lg-gram.md
/รับซื้อโน๊ตบุ๊ค/lg/,Brand,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lg/,310,78,TBD,indexable,2ac2f384aab2e43e,2026-07-01T15:14:23.514Z,Brand,Brand,src/content/brands/lg.md
/รับซื้อโน๊ตบุ๊ค/macbook-air-13/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-13/,478,93,TBD,indexable,1cbd1645caf5d5fb,2026-08-08T03:11:40.466Z,Model,Model,src/content/brands/macbook-air-13.md
/รับซื้อโน๊ตบุ๊ค/macbook-air-15/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-15/,477,93,TBD,indexable,2aa5fa3ded8b33d0,2026-08-08T03:11:40.467Z,Model,Model,src/content/brands/macbook-air-15.md
/รับซื้อโน๊ตบุ๊ค/macbook-air-m1/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m1/,505,91,TBD,indexable,638d5ab0c4fdc205,2026-07-01T15:14:23.515Z,Model,Model,src/content/brands/macbook-air-m1.md
/รับซื้อโน๊ตบุ๊ค/macbook-air-m2/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m2/,517,91,TBD,indexable,9217285d969ef3af,2026-07-01T15:14:23.515Z,Model,Model,src/content/brands/macbook-air-m2.md
/รับซื้อโน๊ตบุ๊ค/macbook-air-m3/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m3/,418,87,TBD,indexable,28b123775dd47351,2026-08-08T03:12:17.610Z,Model,Model,src/content/brands/macbook-air-m3.md
/รับซื้อโน๊ตบุ๊ค/macbook-air-m4/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m4/,482,93,TBD,indexable,1c8b4d470ff421d7,2026-08-08T03:11:40.469Z,Model,Model,src/content/brands/macbook-air-m4.md
/รับซื้อโน๊ตบุ๊ค/macbook-air-m5/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m5/,482,93,TBD,indexable,1a85a6eac77154a3,2026-08-08T03:11:40.471Z,Model,Model,src/content/brands/macbook-air-m5.md
/รับซื้อโน๊ตบุ๊ค/macbook-pro-14/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-14/,482,93,TBD,indexable,e6f2acf9c3db24cf,2026-08-08T03:11:40.472Z,Model,Model,src/content/brands/macbook-pro-14.md
/รับซื้อโน๊ตบุ๊ค/macbook-pro-16/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-16/,482,93,TBD,indexable,eedf5009bb782ca6,2026-08-08T03:11:40.473Z,Model,Model,src/content/brands/macbook-pro-16.md
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m1/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m1/,529,91,TBD,indexable,98910584c8a23dd3,2026-07-01T15:14:23.517Z,Model,Model,src/content/brands/macbook-pro-m1.md
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m2/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m2/,524,91,TBD,indexable,0fd498c413ecea26,2026-07-01T15:14:23.517Z,Model,Model,src/content/brands/macbook-pro-m2.md
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m3/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m3/,503,91,TBD,indexable,b82ced577adc852a,2026-07-01T15:14:23.517Z,Model,Model,src/content/brands/macbook-pro-m3.md
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m4/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m4/,495,91,TBD,indexable,e7f9abc3869a19d5,2026-07-01T15:14:23.517Z,Model,Model,src/content/brands/macbook-pro-m4.md
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m5/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m5/,460,91,TBD,indexable,8a543e411900c2c2,2026-08-08T03:12:17.615Z,Model,Model,src/content/brands/macbook-pro-m5.md
/รับซื้อโน๊ตบุ๊ค/macbook/,Brand,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook/,904,92,TBD,indexable,82332c79905294c4,2026-08-08T02:50:35.138Z,Brand,Brand,src/content/brands/macbook.md
/รับซื้อโน๊ตบุ๊ค/msi-cyborg-15/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-cyborg-15/,484,93,TBD,indexable,da0ea67b83ab1f32,2026-08-08T03:11:40.476Z,Model,Model,src/content/brands/msi-cyborg-15.md
/รับซื้อโน๊ตบุ๊ค/msi-katana-15/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-katana-15/,484,93,TBD,indexable,dfc36dde60e0f0cf,2026-08-08T03:11:40.477Z,Model,Model,src/content/brands/msi-katana-15.md
/รับซื้อโน๊ตบุ๊ค/msi-modern/,Series,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-modern/,663,91,TBD,indexable,513db0ecc2c2c854,2026-08-08T03:14:58.059Z,Series,Series,src/content/brands/msi-modern.md
/รับซื้อโน๊ตบุ๊ค/msi-raider-18/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-raider-18/,484,93,TBD,indexable,f5368cf393c15849,2026-08-08T03:11:40.479Z,Model,Model,src/content/brands/msi-raider-18.md
/รับซื้อโน๊ตบุ๊ค/msi-stealth-14/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-stealth-14/,479,93,TBD,indexable,963370b6808aebf2,2026-08-08T03:11:40.480Z,Model,Model,src/content/brands/msi-stealth-14.md
/รับซื้อโน๊ตบุ๊ค/msi-stealth-16/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-stealth-16/,479,93,TBD,indexable,9502fbf3890a5350,2026-08-08T03:11:40.481Z,Model,Model,src/content/brands/msi-stealth-16.md
/รับซื้อโน๊ตบุ๊ค/msi-vector-16-hx/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-vector-16-hx/,491,93,TBD,indexable,d90c6edc584e7b62,2026-08-08T03:11:40.482Z,Model,Model,src/content/brands/msi-vector-16-hx.md
/รับซื้อโน๊ตบุ๊ค/msi/,Brand,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi/,934,92,TBD,indexable,d3d66e301d7ca95d,2026-08-08T02:50:35.140Z,Brand,Brand,src/content/brands/msi.md
/รับซื้อโน๊ตบุ๊ค/razer-blade/,Series,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/razer-blade/,430,87,TBD,indexable,ffe73355bf30cd3f,2026-08-08T03:11:40.485Z,Series,Series,src/content/brands/razer-blade.md
/รับซื้อโน๊ตบุ๊ค/razer/,Brand,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/razer/,305,78,TBD,indexable,2b1c0775e3005c5b,2026-07-01T15:14:23.525Z,Brand,Brand,src/content/brands/razer.md
/รับซื้อโน๊ตบุ๊ค/samsung-galaxy-book/,Model,รับซื้อ Samsung Galaxy Book มือสอง ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ Samsung Galaxy Book มือสอง ส่งรูปเช็คราคาไว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/samsung-galaxy-book/,469,97,TBD,indexable,f303eeb76458cd2f,2026-08-08T03:11:40.486Z,Model,Model,src/content/brands/samsung-galaxy-book.md
/รับซื้อโน๊ตบุ๊ค/samsung/,Brand,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/samsung/,861,92,TBD,indexable,bb0287c981eddc80,2026-08-08T02:50:35.618Z,Brand,Brand,src/content/brands/samsung.md
/รับซื้อโน๊ตบุ๊ค/surface-book/,Series,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-book/,448,87,TBD,indexable,e09824bf6b6e506f,2026-08-08T03:11:40.490Z,Series,Series,src/content/brands/surface-book.md
/รับซื้อโน๊ตบุ๊ค/surface-laptop-go/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-laptop-go/,392,92,TBD,indexable,74435eaaebac360f,2026-08-08T03:12:17.627Z,Model,Model,src/content/brands/surface-laptop-go.md
/รับซื้อโน๊ตบุ๊ค/surface-laptop/,Series,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-laptop/,674,91,TBD,indexable,cf78701d08976cdc,2026-08-08T03:14:58.061Z,Series,Series,src/content/brands/surface-laptop.md
/รับซื้อโน๊ตบุ๊ค/surface-pro/,Series,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-pro/,694,91,TBD,indexable,83ccd14e2e326269,2026-08-08T03:14:58.063Z,Series,Series,src/content/brands/surface-pro.md
/รับซื้อโน๊ตบุ๊ค/surface/,Brand,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface/,887,92,TBD,indexable,401e50eb9572372f,2026-08-08T02:50:35.144Z,Brand,Brand,src/content/brands/surface.md
/รับซื้อโน๊ตบุ๊ค/thinkpad-e14-e15/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-e14-e15/,576,91,TBD,indexable,2cf87fc8e3e3d288,2026-08-08T02:50:35.145Z,Model,Model,src/content/brands/thinkpad-e14-e15.md
/รับซื้อโน๊ตบุ๊ค/thinkpad-t14/,Series,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-t14/,680,91,TBD,indexable,6b87d7d053c7fdbc,2026-08-08T03:14:58.065Z,Series,Series,src/content/brands/thinkpad-t14.md
/รับซื้อโน๊ตบุ๊ค/thinkpad-x1-carbon/,Model,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-x1-carbon/,578,91,TBD,indexable,4a529615cbe9ed95,2026-08-08T02:50:35.147Z,Model,Model,src/content/brands/thinkpad-x1-carbon.md
/รับซื้อโน๊ตบุ๊ค/hdmi-เสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hdmi-เสีย/,352,85,TBD,indexable,694a64367246f809,2026-08-08T02:50:35.619Z,Condition,Condition,src/content/conditions/hdmi-เสีย.md
/รับซื้อโน๊ตบุ๊ค/macbook-battery-health/,Condition,รับซื้อ MacBook Battery Health ต่ำ ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ MacBook Battery Health ต่ำ ส่งรูปเช็คราคาไว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-battery-health/,743,94,TBD,indexable,5f340a7962611d0d,2026-08-08T02:14:52.621Z,Condition,Condition,src/content/conditions/macbook-battery-health.md
/รับซื้อโน๊ตบุ๊ค/macbook-battery-swollen/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-battery-swollen/,307,85,TBD,indexable,9969eee8bacd487c,2026-08-08T02:50:35.620Z,Condition,Condition,src/content/conditions/macbook-battery-swollen.md
/รับซื้อโน๊ตบุ๊ค/macbook-charge-port/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-charge-port/,298,81,TBD,indexable,f7c5399983558808,2026-08-08T02:50:35.621Z,Condition,Condition,src/content/conditions/macbook-charge-port.md
/รับซื้อโน๊ตบุ๊ค/macbook-cycle-count/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-cycle-count/,281,83,TBD,indexable,5d8ca6408c176638,2026-08-08T02:50:35.622Z,Condition,Condition,src/content/conditions/macbook-cycle-count.md
/รับซื้อโน๊ตบุ๊ค/macbook-keyboard-issue/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-keyboard-issue/,269,83,TBD,indexable,847b2be23e3653c6,2026-08-08T02:50:35.623Z,Condition,Condition,src/content/conditions/macbook-keyboard-issue.md
/รับซื้อโน๊ตบุ๊ค/macbook-mdm/,Condition,MacBook ติด MDM ขายได้ไหม | ร้านรับซื้อโน๊ตบุ๊ค.com,MacBook ติด MDM ขายได้ไหม เช็กก่อนนัดขาย,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-mdm/,624,89,TBD,indexable,26fdab73334729ab,2026-08-08T02:14:52.623Z,Condition,Condition,src/content/conditions/macbook-mdm.md
/รับซื้อโน๊ตบุ๊ค/macbook-no-box-no-receipt/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-no-box-no-receipt/,353,85,TBD,indexable,f0f69eaf3a96df13,2026-08-08T02:50:35.624Z,Condition,Condition,src/content/conditions/macbook-no-box-no-receipt.md
/รับซื้อโน๊ตบุ๊ค/macbook-screen-crack/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-screen-crack/,307,81,TBD,indexable,3281eebce80cc4df,2026-08-08T02:50:35.624Z,Condition,Condition,src/content/conditions/macbook-screen-crack.md
/รับซื้อโน๊ตบุ๊ค/ssd-เสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ssd-เสีย/,261,88,TBD,indexable,9866f8f24e1de8d7,2026-08-08T02:50:35.625Z,Condition,Condition,src/content/conditions/ssd-เสีย.md
/รับซื้อโน๊ตบุ๊ค/wifi-ไม่ติด/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/wifi-ไม่ติด/,264,86,TBD,indexable,1ff376ccb72bd624,2026-08-08T02:50:35.626Z,Condition,Condition,src/content/conditions/wifi-ไม่ติด.md
/รับซื้อโน๊ตบุ๊ค/กล้องเสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กล้องเสีย/,388,88,TBD,indexable,d53d1c8062bf26af,2026-08-08T02:50:35.627Z,Condition,Condition,src/content/conditions/กล้องเสีย.md
/รับซื้อโน๊ตบุ๊ค/คีย์บอร์ดเสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/คีย์บอร์ดเสีย/,267,83,TBD,indexable,6974f5624d422637,2026-08-08T02:50:35.150Z,Condition,Condition,src/content/conditions/คีย์บอร์ดเสีย.md
/รับซื้อโน๊ตบุ๊ค/ค้างบ่อย/,Condition,รับซื้อโน๊ตบุ๊คค้างบ่อย ประเมินตามสภาพจริง | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คค้างบ่อย ช้า หรือหน่วงผิดปกติ,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ค้างบ่อย/,284,87,TBD,indexable,a083add00ba8c5ca,2026-08-08T02:14:52.628Z,Condition,Condition,src/content/conditions/ค้างบ่อย.md
/รับซื้อโน๊ตบุ๊ค/จอฟ้า/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/จอฟ้า/,289,88,TBD,indexable,83a3fb10d67772fe,2026-08-08T02:50:35.628Z,Condition,Condition,src/content/conditions/จอฟ้า.md
/รับซื้อโน๊ตบุ๊ค/จอมีเส้น/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/จอมีเส้น/,267,86,TBD,indexable,61f16c6a500d950e,2026-08-08T02:50:35.629Z,Condition,Condition,src/content/conditions/จอมีเส้น.md
/รับซื้อโน๊ตบุ๊ค/จอแตก/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/จอแตก/,675,89,TBD,indexable,b4a430eb41a52064,2026-08-08T02:50:35.153Z,Condition,Condition,src/content/conditions/จอแตก.md
/รับซื้อโน๊ตบุ๊ค/จอไม่ติดแต่เครื่องติด/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/จอไม่ติดแต่เครื่องติด/,270,86,TBD,indexable,0c0fa6d9c7050633,2026-08-08T02:50:35.630Z,Condition,Condition,src/content/conditions/จอไม่ติดแต่เครื่องติด.md
/รับซื้อโน๊ตบุ๊ค/ช่องหูฟังเสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ช่องหูฟังเสีย/,333,86,TBD,indexable,11565f1e5e6218c7,2026-08-08T02:50:35.631Z,Condition,Condition,src/content/conditions/ช่องหูฟังเสีย.md
/รับซื้อโน๊ตบุ๊ค/ตกรุ่น/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตกรุ่น/,357,85,TBD,indexable,cd85feb97756b44c,2026-08-08T02:50:35.632Z,Condition,Condition,src/content/conditions/ตกรุ่น.md
/รับซื้อโน๊ตบุ๊ค/ทัชสกรีนเสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ทัชสกรีนเสีย/,285,86,TBD,indexable,c7997f86c6c95094,2026-08-08T02:50:35.632Z,Condition,Condition,src/content/conditions/ทัชสกรีนเสีย.md
/รับซื้อโน๊ตบุ๊ค/ทัชแพดเสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ทัชแพดเสีย/,302,86,TBD,indexable,67e38309cf9fb1ce,2026-08-08T02:50:35.634Z,Condition,Condition,src/content/conditions/ทัชแพดเสีย.md
/รับซื้อโน๊ตบุ๊ค/บลูทูธใช้ไม่ได้/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บลูทูธใช้ไม่ได้/,278,86,TBD,indexable,956dee238d5bd1ca,2026-08-08T02:50:35.635Z,Condition,Condition,src/content/conditions/บลูทูธใช้ไม่ได้.md
/รับซื้อโน๊ตบุ๊ค/บอดี้แตก/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บอดี้แตก/,272,88,TBD,indexable,17642d0933109687,2026-08-08T02:50:35.636Z,Condition,Condition,src/content/conditions/บอดี้แตก.md
/รับซื้อโน๊ตบุ๊ค/บานพับแตก/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บานพับแตก/,244,81,TBD,indexable,77a25133001efae0,2026-08-08T02:50:35.157Z,Condition,Condition,src/content/conditions/บานพับแตก.md
/รับซื้อโน๊ตบุ๊ค/บูตวน/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บูตวน/,254,83,TBD,indexable,9192ecd1592e56c8,2026-08-08T02:50:35.637Z,Condition,Condition,src/content/conditions/บูตวน.md
/รับซื้อโน๊ตบุ๊ค/ฝาหลังบวม/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ฝาหลังบวม/,280,88,TBD,indexable,942191f76bfcbb78,2026-08-08T02:50:35.637Z,Condition,Condition,src/content/conditions/ฝาหลังบวม.md
/รับซื้อโน๊ตบุ๊ค/พอร์ต-type-c-เสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พอร์ต-type-c-เสีย/,301,86,TBD,indexable,e542f9afb1ef2677,2026-08-08T02:50:35.639Z,Condition,Condition,src/content/conditions/พอร์ต-type-c-เสีย.md
/รับซื้อโน๊ตบุ๊ค/พอร์ต-usb-เสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พอร์ต-usb-เสีย/,401,88,TBD,indexable,d340637eeb961566,2026-08-08T02:50:35.640Z,Condition,Condition,src/content/conditions/พอร์ต-usb-เสีย.md
/รับซื้อโน๊ตบุ๊ค/พอร์ตแลนเสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พอร์ตแลนเสีย/,255,85,TBD,indexable,11a485213561c3c2,2026-08-08T02:50:35.641Z,Condition,Condition,src/content/conditions/พอร์ตแลนเสีย.md
/รับซื้อโน๊ตบุ๊ค/พัดลมดัง/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัดลมดัง/,323,88,TBD,indexable,bbabe199272504a4,2026-08-08T02:50:35.642Z,Condition,Condition,src/content/conditions/พัดลมดัง.md
/รับซื้อโน๊ตบุ๊ค/รีสตาร์ทเอง/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/รีสตาร์ทเอง/,276,85,TBD,indexable,f534c7fb575270e7,2026-08-08T02:50:35.642Z,Condition,Condition,src/content/conditions/รีสตาร์ทเอง.md
/รับซื้อโน๊ตบุ๊ค/ร้อนจัดดับเอง/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ร้อนจัดดับเอง/,744,90,TBD,indexable,a9c9e624656a997f,2026-08-08T02:50:35.159Z,Condition,Condition,src/content/conditions/ร้อนจัดดับเอง.md
/รับซื้อโน๊ตบุ๊ค/ลำโพงเสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำโพงเสีย/,438,88,TBD,indexable,f53ed185ccf6a50f,2026-08-08T02:50:35.643Z,Condition,Condition,src/content/conditions/ลำโพงเสีย.md
/รับซื้อโน๊ตบุ๊ค/ฮาร์ดดิสก์เสีย/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ฮาร์ดดิสก์เสีย/,277,88,TBD,indexable,e5a2c6e5ce1e1bc5,2026-08-08T02:50:35.644Z,Condition,Condition,src/content/conditions/ฮาร์ดดิสก์เสีย.md
/รับซื้อโน๊ตบุ๊ค/เครื่องเก่า/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เครื่องเก่า/,273,88,TBD,indexable,b179b85d314132a1,2026-08-08T02:50:35.646Z,Condition,Condition,src/content/conditions/เครื่องเก่า.md
/รับซื้อโน๊ตบุ๊ค/เครื่องเสีย/,Condition,รับซื้อโน๊ตบุ๊คเสีย ประเมินตามอาการจริง | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คเสีย,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เครื่องเสีย/,1112,94,TBD,indexable,ce7f21a2fad84af3,2026-08-08T02:14:52.640Z,Condition,Condition,src/content/conditions/เครื่องเสีย.md
/รับซื้อโน๊ตบุ๊ค/เปิดไม่ติด/,Condition,,,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เปิดไม่ติด/,705,90,TBD,indexable,e9a445486d45f44a,2026-08-08T02:50:35.162Z,Condition,Condition,src/content/conditions/เปิดไม่ติด.md
