URL,Page type,Source file/data source,Current title,Current H1,Word count,Indexable,Canonical,Internal inbound links,Content template,Similarity risk,Search intent,Quality status,Priority
/รับซื้อโน๊ตบุ๊ค/macbook-air-m2/,Model,src/content/brands/macbook-air-m2.md,,,517,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m2/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/macbook-air-m3/,Model,src/content/brands/macbook-air-m3.md,,,310,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m3/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/macbook-air-m4/,Model,src/content/brands/macbook-air-m4.md,,,120,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m4/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/macbook-air-m5/,Model,src/content/brands/macbook-air-m5.md,,,114,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m5/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/macbook-pro-14/,Model,src/content/brands/macbook-pro-14.md,,,80,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-14/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/macbook-pro-16/,Model,src/content/brands/macbook-pro-16.md,,,73,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-16/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m1/,Model,src/content/brands/macbook-pro-m1.md,,,529,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m1/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m2/,Model,src/content/brands/macbook-pro-m2.md,,,524,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m2/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m3/,Model,src/content/brands/macbook-pro-m3.md,,,503,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m3/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m4/,Model,src/content/brands/macbook-pro-m4.md,,,495,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m4/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m5/,Model,src/content/brands/macbook-pro-m5.md,,,349,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m5/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/macbook/,Brand,src/content/brands/macbook.md,,,904,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/msi-cyborg-15/,Model,src/content/brands/msi-cyborg-15.md,,,116,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-cyborg-15/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/msi-katana-15/,Model,src/content/brands/msi-katana-15.md,,,118,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-katana-15/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/msi-modern/,Series,src/content/brands/msi-modern.md,,,547,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-modern/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/msi-raider-18/,Model,src/content/brands/msi-raider-18.md,,,113,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-raider-18/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/msi-stealth-14/,Model,src/content/brands/msi-stealth-14.md,,,113,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-stealth-14/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/msi-stealth-16/,Model,src/content/brands/msi-stealth-16.md,,,120,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-stealth-16/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/msi-vector-16-hx/,Model,src/content/brands/msi-vector-16-hx.md,,,146,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-vector-16-hx/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/msi/,Brand,src/content/brands/msi.md,,,934,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/razer-blade/,Series,src/content/brands/razer-blade.md,,,312,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/razer-blade/,TBD,series-md,Low,Series,Good,2
/รับซื้อโน๊ตบุ๊ค/razer/,Brand,src/content/brands/razer.md,,,305,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/razer/,TBD,brand-md,Low,Brand,Good,1
/รับซื้อโน๊ตบุ๊ค/samsung-galaxy-book/,Model,src/content/brands/samsung-galaxy-book.md,รับซื้อ Samsung Galaxy Book มือสอง ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ Samsung Galaxy Book มือสอง ส่งรูปเช็คราคาไว,69,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/samsung-galaxy-book/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/samsung/,Brand,src/content/brands/samsung.md,,,861,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/samsung/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/surface-book/,Series,src/content/brands/surface-book.md,,,330,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-book/,TBD,series-md,Low,Series,Good,2
/รับซื้อโน๊ตบุ๊ค/surface-laptop-go/,Model,src/content/brands/surface-laptop-go.md,รับซื้อ Surface Laptop Go มือสอง ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ Surface Laptop Go มือสอง ส่งรูปประเมินไว,285,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-laptop-go/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/surface-laptop/,Series,src/content/brands/surface-laptop.md,,,575,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-laptop/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/surface-pro/,Series,src/content/brands/surface-pro.md,,,578,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-pro/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/surface/,Brand,src/content/brands/surface.md,,,887,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/thinkpad-e14-e15/,Model,src/content/brands/thinkpad-e14-e15.md,,,576,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-e14-e15/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/thinkpad-t14/,Series,src/content/brands/thinkpad-t14.md,,,564,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-t14/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/thinkpad-x1-carbon/,Model,src/content/brands/thinkpad-x1-carbon.md,,,578,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-x1-carbon/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/hdmi-เสีย/,Condition,src/content/conditions/hdmi-เสีย.md,รับซื้อโน๊ตบุ๊ค HDMI เสีย ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊ค HDMI เสีย ส่งอาการประเมินไว,352,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hdmi-เสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/macbook-battery-health/,Condition,src/content/conditions/macbook-battery-health.md,รับซื้อ MacBook Battery Health ต่ำ ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ MacBook Battery Health ต่ำ ส่งรูปเช็คราคาไว,700,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-battery-health/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/macbook-battery-swollen/,Condition,src/content/conditions/macbook-battery-swollen.md,รับซื้อ MacBook แบตบวม ประเมินราคาตามสเปกและระดับความเสียหาย | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ MacBook แบตบวม ประเมินตามสภาพและรุ่นย่อย,307,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-battery-swollen/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/macbook-charge-port/,Condition,src/content/conditions/macbook-charge-port.md,รับซื้อ MacBook ชาร์จไฟไม่เข้า ประเมินตามชิปเซ็ตและอะไหล่ชำรุด | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ MacBook ชาร์จไฟไม่เข้า ประเมินราคายุติธรรม,298,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-charge-port/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/macbook-cycle-count/,Condition,src/content/conditions/macbook-cycle-count.md,รับซื้อ MacBook Cycle Count สูง ประเมินตามรุ่นและสุขภาพแบต | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ MacBook Cycle Count สูง รอบชาร์จเยอะ,281,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-cycle-count/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/macbook-keyboard-issue/,Condition,src/content/conditions/macbook-keyboard-issue.md,รับซื้อ MacBook คีย์บอร์ดเสีย ประเมินตามรุ่นและแป้นพิมพ์ชำรุด | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ MacBook คีย์บอร์ดเสีย ประเมินตามสเปก,269,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-keyboard-issue/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/macbook-mdm/,Condition,src/content/conditions/macbook-mdm.md,MacBook ติด MDM ขายได้ไหม | ร้านรับซื้อโน๊ตบุ๊ค.com,MacBook ติด MDM ขายได้ไหม เช็กก่อนนัดขาย,586,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-mdm/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/macbook-no-box-no-receipt/,Condition,src/content/conditions/macbook-no-box-no-receipt.md,รับซื้อ MacBook ไม่มีกล่อง ไม่มีใบเสร็จ ประเมินสเปกและเอกสารแสดงสิทธิ์ | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ MacBook ไม่มีกล่อง ไม่มีใบเสร็จ ประเมินตามสเปก,353,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-no-box-no-receipt/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/macbook-screen-crack/,Condition,src/content/conditions/macbook-screen-crack.md,รับซื้อ MacBook จอร้าว จอแตก ประเมินตามสเปกและราคาอะไหล่ | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ MacBook จอร้าว จอแตก ประเมินตามสภาพ,307,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-screen-crack/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/ssd-เสีย/,Condition,src/content/conditions/ssd-เสีย.md,รับซื้อโน๊ตบุ๊ค SSD เสีย ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊ค SSD เสีย ส่งอาการประเมินไว,261,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ssd-เสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/wifi-ไม่ติด/,Condition,src/content/conditions/wifi-ไม่ติด.md,รับซื้อโน๊ตบุ๊ค WiFi ไม่ติด ประเมินอาการเครือข่ายและรุ่น | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊ค WiFi ไม่ติด แจ้งอาการเชื่อมต่อและรุ่นเพื่อประเมิน,264,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/wifi-ไม่ติด/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/กล้องเสีย/,Condition,src/content/conditions/กล้องเสีย.md,รับซื้อโน๊ตบุ๊คกล้องเสีย ประเมินตามรุ่นและอุปกรณ์อื่นที่ครบ | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คกล้องเสีย ส่งข้อมูลรุ่นและอาการเพื่อประเมิน,388,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กล้องเสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/คีย์บอร์ดเสีย/,Condition,src/content/conditions/คีย์บอร์ดเสีย.md,รับซื้อโน๊ตบุ๊คคีย์บอร์ดเสีย ประเมินตามอาการและรุ่นเครื่อง | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คคีย์บอร์ดเสีย แจ้งปุ่มที่เสียและสเปกเพื่อประเมิน,267,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/คีย์บอร์ดเสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/ค้างบ่อย/,Condition,src/content/conditions/ค้างบ่อย.md,รับซื้อโน๊ตบุ๊คค้างบ่อย ประเมินตามสภาพจริง | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คค้างบ่อย ช้า หรือหน่วงผิดปกติ,258,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ค้างบ่อย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/จอฟ้า/,Condition,src/content/conditions/จอฟ้า.md,รับซื้อโน๊ตบุ๊คจอฟ้า ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คจอฟ้า ส่งรูปประเมินไว,289,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/จอฟ้า/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/จอมีเส้น/,Condition,src/content/conditions/จอมีเส้น.md,รับซื้อโน๊ตบุ๊คจอมีเส้น ประเมินตำหนิจอพร้อมสเปกเครื่อง | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คจอมีเส้น ส่งรูปจอตอนเปิดเครื่องเพื่อประเมิน,267,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/จอมีเส้น/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/จอแตก/,Condition,src/content/conditions/จอแตก.md,รับซื้อโน๊ตบุ๊คจอแตก ประเมินตามรุ่นและสภาพชิ้นส่วนที่เหลือ | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คจอแตก ส่งรูปจอและสเปกเพื่อประเมินตามสภาพจริง,675,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/จอแตก/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/จอไม่ติดแต่เครื่องติด/,Condition,src/content/conditions/จอไม่ติดแต่เครื่องติด.md,รับซื้อโน๊ตบุ๊คจอไม่ติดแต่เครื่องติด ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คจอไม่ติดแต่เครื่องติด ส่งอาการประเมินไว,270,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/จอไม่ติดแต่เครื่องติด/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/ช่องหูฟังเสีย/,Condition,src/content/conditions/ช่องหูฟังเสีย.md,รับซื้อโน๊ตบุ๊คช่องหูฟังเสีย ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คช่องหูฟังเสีย ส่งอาการประเมินไว,333,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ช่องหูฟังเสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/ตกรุ่น/,Condition,src/content/conditions/ตกรุ่น.md,รับซื้อโน๊ตบุ๊คตกรุ่น ประเมินมูลค่าตามตลาดมือสองจริง | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คตกรุ่น แจ้งรุ่นปีและสภาพเพื่อประเมินตามความต้องการตลาด,357,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตกรุ่น/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/ทัชสกรีนเสีย/,Condition,src/content/conditions/ทัชสกรีนเสีย.md,รับซื้อโน๊ตบุ๊คทัชสกรีนเสีย ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คทัชสกรีนเสีย ส่งอาการประเมินไว,285,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ทัชสกรีนเสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/ทัชแพดเสีย/,Condition,src/content/conditions/ทัชแพดเสีย.md,รับซื้อโน๊ตบุ๊คทัชแพดเสีย ประเมินอาการชี้ตำแหน่งและรุ่น | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คทัชแพดเสีย แจ้งอาการทัชแพดและสเปกเพื่อประเมิน,302,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ทัชแพดเสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/บลูทูธใช้ไม่ได้/,Condition,src/content/conditions/บลูทูธใช้ไม่ได้.md,รับซื้อโน๊ตบุ๊คบลูทูธใช้ไม่ได้ ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คบลูทูธใช้ไม่ได้ ส่งอาการประเมินไว,278,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บลูทูธใช้ไม่ได้/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/บอดี้แตก/,Condition,src/content/conditions/บอดี้แตก.md,รับซื้อโน๊ตบุ๊คบอดี้แตก ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คบอดี้แตก ส่งรูปประเมินไว,272,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บอดี้แตก/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/บานพับแตก/,Condition,src/content/conditions/บานพับแตก.md,รับซื้อโน๊ตบุ๊คบานพับแตก ประเมินโครงสร้างและสภาพรวม | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คบานพับแตก แจ้งตำแหน่งรอยและรุ่นเพื่อประเมิน,244,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บานพับแตก/,TBD,condition-md,Low,Condition,Good,1
/รับซื้อโน๊ตบุ๊ค/บูตวน/,Condition,src/content/conditions/บูตวน.md,รับซื้อโน๊ตบุ๊คบูตวน ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คบูตวน ส่งรูปและวิดีโอประเมินไว,254,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บูตวน/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/ฝาหลังบวม/,Condition,src/content/conditions/ฝาหลังบวม.md,รับซื้อโน๊ตบุ๊คฝาหลังบวม ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คฝาหลังบวม ส่งรูปประเมินไว,280,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ฝาหลังบวม/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/พอร์ต-type-c-เสีย/,Condition,src/content/conditions/พอร์ต-type-c-เสีย.md,รับซื้อโน๊ตบุ๊คพอร์ต Type-C เสีย ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คพอร์ต Type-C เสีย ส่งอาการประเมินไว,301,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พอร์ต-type-c-เสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/พอร์ต-usb-เสีย/,Condition,src/content/conditions/พอร์ต-usb-เสีย.md,รับซื้อโน๊ตบุ๊คพอร์ต USB เสีย ประเมินตามพอร์ตและรุ่น | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คพอร์ต USB เสีย ส่งรายละเอียดพอร์ตและสเปกเพื่อประเมิน,401,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พอร์ต-usb-เสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/พอร์ตแลนเสีย/,Condition,src/content/conditions/พอร์ตแลนเสีย.md,รับซื้อโน๊ตบุ๊คพอร์ตแลนเสีย ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คพอร์ตแลนเสีย ส่งอาการประเมินไว,255,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พอร์ตแลนเสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/พัดลมดัง/,Condition,src/content/conditions/พัดลมดัง.md,รับซื้อโน๊ตบุ๊คพัดลมดัง ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คพัดลมดัง ส่งอาการประเมินไว,323,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัดลมดัง/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/รีสตาร์ทเอง/,Condition,src/content/conditions/รีสตาร์ทเอง.md,รับซื้อโน๊ตบุ๊ครีสตาร์ทเอง ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊ครีสตาร์ทเอง ส่งอาการประเมินไว,276,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/รีสตาร์ทเอง/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/ร้อนจัดดับเอง/,Condition,src/content/conditions/ร้อนจัดดับเอง.md,รับซื้อโน๊ตบุ๊คร้อนจัดดับเอง ประเมินอาการระบายความร้อน | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คร้อนจัดดับเอง แจ้งอาการและความถี่เพื่อประเมินเบื้องต้น,744,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ร้อนจัดดับเอง/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/ลำโพงเสีย/,Condition,src/content/conditions/ลำโพงเสีย.md,รับซื้อโน๊ตบุ๊คลำโพงเสีย ประเมินตามอาการเสียงและรุ่น | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คลำโพงเสีย แจ้งอาการเสียงและสเปกเพื่อประเมิน,438,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำโพงเสีย/,TBD,condition-md,Low,Condition,Strong,1
/รับซื้อโน๊ตบุ๊ค/ฮาร์ดดิสก์เสีย/,Condition,src/content/conditions/ฮาร์ดดิสก์เสีย.md,รับซื้อโน๊ตบุ๊คฮาร์ดดิสก์เสีย ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊คฮาร์ดดิสก์เสีย ส่งอาการประเมินไว,277,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ฮาร์ดดิสก์เสีย/,TBD,condition-md,Low,Condition,Strong,1
