URL,Type,Source,QA result,Natural language,Intent,Unique value,Local accuracy,Entity accuracy,CTA,Internal links,Notes
/รับซื้อโน๊ตบุ๊ค/สมุทรปราการ/,Province,src/content/locations/สมุทรปราการ.md,PASS,natural_thai_ok,clear,has_sections:สมุทรปราการ: ช่องทางรับซื้อโน๊ตบุ๊คผ่านไลน์ @webuy/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(4),spot-check ok
/รับซื้อโน๊ตบุ๊ค/ระยอง/,Province,src/content/locations/ระยอง.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คระยอง/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(6),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/อุดรธานี/,Province,src/content/locations/อุดรธานี.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในอุดรธานี — เริ่มจากประเมินออนไลน์/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(3),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/สุราษฎร์ธานี/,Province,src/content/locations/สุราษฎร์ธานี.md,PASS,natural_thai_ok,clear,has_sections:สุราษฎร์ธานี: ช่องทางรับซื้อโน๊ตบุ๊คผ่านไลน์ @webuy/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/นครศรีธรรมราช/,Province,src/content/locations/นครศรีธรรมราช.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในนครศรีธรรมราช/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(5),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/,Province,src/content/locations/พิษณุโลก.md,PASS,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในพิษณุโลก/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(1),spot-check ok
/รับซื้อโน๊ตบุ๊ค/เชียงราย/,Province,src/content/locations/เชียงราย.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คเชียงราย/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(5),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/อยุธยา/,Province,src/content/locations/อยุธยา.md,PASS,natural_thai_ok,clear,has_sections:อยุธยา: ช่องทางรับซื้อโน๊ตบุ๊คผ่านไลน์ @webuy/หน้าร้านอยู่ที่ไหน,accurate,accurate,present,present(4),spot-check ok
/รับซื้อโน๊ตบุ๊ค/ราชบุรี/,Province,src/content/locations/ราชบุรี.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คราชบุรี/หน้าร้านอยู่ที่ไหน,accurate,accurate,present,present(5),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/ลพบุรี/,Province,src/content/locations/ลพบุรี.md,PASS,natural_thai_ok,clear,has_sections:ลพบุรี: ช่องทางรับซื้อโน๊ตบุ๊คผ่านไลน์ @webuy/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(4),spot-check ok
/รับซื้อโน๊ตบุ๊ค/สระบุรี/,Province,src/content/locations/สระบุรี.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คสระบุรี/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(1),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/นครปฐม/,Province,src/content/locations/นครปฐม.md,PASS,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในนครปฐม — เริ่มจากประเมินออนไลน์/หน้าร้านอยู่ที่ไหน,accurate,accurate,present,present(2),spot-check ok
/รับซื้อโน๊ตบุ๊ค/สมุทรสาคร/,Province,src/content/locations/สมุทรสาคร.md,PASS,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในสมุทรสาคร — เริ่มจากประเมินออนไลน์/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(7),spot-check ok
/รับซื้อโน๊ตบุ๊ค/กระบี่/,Province,src/content/locations/กระบี่.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คกระบี่/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(4),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/พังงา/,Province,src/content/locations/พังงา.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คพังงา/หน้าร้านอยู่ที่ไหน,accurate,accurate,present,weak,internal_links_weak; gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/ตรัง/,Province,src/content/locations/ตรัง.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในตรัง/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(3),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/ยะลา/,Province,src/content/locations/ยะลา.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คยะลา/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(3),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/หนองคาย/,Province,src/content/locations/หนองคาย.md,PASS,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในหนองคาย/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(2),spot-check ok
/รับซื้อโน๊ตบุ๊ค/มหาสารคาม/,Province,src/content/locations/มหาสารคาม.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในมหาสารคาม — เริ่มจากประเมินออนไลน์/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,weak,internal_links_weak
/รับซื้อโน๊ตบุ๊ค/บุรีรัมย์/,Province,src/content/locations/บุรีรัมย์.md,PASS,natural_thai_ok,clear,has_sections:บุรีรัมย์: ช่องทางรับซื้อโน๊ตบุ๊คผ่านไลน์ @webuy/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(5),spot-check ok
/รับซื้อโน๊ตบุ๊ค/สุรินทร์/,Province,src/content/locations/สุรินทร์.md,PASS,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในสุรินทร์/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/เลย/,Province,src/content/locations/เลย.md,PASS,natural_thai_ok,clear,has_sections:เลย: ช่องทางรับซื้อโน๊ตบุ๊คผ่านไลน์ @webuy/หน้าร้านอยู่ที่ไหน,accurate,accurate,present,present(8),spot-check ok
/รับซื้อโน๊ตบุ๊ค/แพร่/,Province,src/content/locations/แพร่.md,PASS,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในแพร่/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(5),spot-check ok
/รับซื้อโน๊ตบุ๊ค/ลำปาง/,Province,src/content/locations/ลำปาง.md,PASS,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในลำปาง/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(3),spot-check ok
/blog/ขายโน๊ตบุ๊คที่ไหนดี-ได้ราคาและปลอดภัย/,Blog,src/content/blog/ขายโน๊ตบุ๊คที่ไหนดี-ได้ราคาและปลอดภัย.md,PASS,natural_thai_ok,clear,has_sections:ช่องทางขายยอดนิยม: ข้อดี/ข้อควรระวัง/เช็คลิสต์เตรียมเครื่องก่อนขาย (ทำแล้วมักได้ราคาดีขึ้น),n/a,accurate,present,present(20),spot-check ok
/blog/gaming-notebook-มือสองขายได้ราคาดีกว่าไหม/,Blog,src/content/blog/gaming-notebook-มือสองขายได้ราคาดีกว่าไหม.md,PASS,natural_thai_ok,clear,has_sections:Gaming Notebook มัก “ได้ราคา” จากอะไร/สิ่งที่ทำให้ราคา Gaming Notebook ตกได้ง่าย,n/a,accurate,present,present(14),spot-check ok
/blog/ขาย-macbook-ต้องเตรียมอะไรบ้าง/,Blog,src/content/blog/ขาย-macbook-ต้องเตรียมอะไรบ้าง.md,PASS,natural_thai_ok,clear,has_sections:1) เช็ก Apple ID และ Find My (สำคัญที่สุด)/2) ดูรุ่น/ชิป: Intel หรือ Apple Silicon (M1/M2/M3),n/a,accurate,present,present(9),spot-check ok
/blog/โน๊ตบุ๊คเปิดไม่ติดขายได้ไหม/,Blog,src/content/blog/โน๊ตบุ๊คเปิดไม่ติดขายได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:อาการ “เปิดไม่ติด” มีกี่แบบ และทำไมมีผลกับราคา/สาเหตุที่พบบ่อย (เพื่อช่วย “บอกอาการ” ไม่ใช่เพื่อซ่อม),n/a,accurate,present,present(10),spot-check ok
/blog/โน๊ตบุ๊คแบตเสื่อมขายได้ไหม/,Blog,src/content/blog/โน๊ตบุ๊คแบตเสื่อมขายได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:แบตเสื่อมแบบไหนที่ควรแจ้ง (ช่วยให้ประเมินตรงขึ้น)/แบตเสื่อมมีผลต่อราคาประเมินยังไง,n/a,accurate,present,present(12),spot-check ok
/blog/ร้านรับซื้อโน๊ตบุ๊ค-วิธีเลือกร้านที่ปลอดภัยและไม่โดนหลอก/,Blog,src/content/blog/ร้านรับซื้อโน๊ตบุ๊ค-วิธีเลือกร้านที่ปลอดภัยและไม่โดนหลอก.md,PASS,natural_thai_ok,clear,has_sections:ทำไมการเลือกร้านรับซื้อโน๊ตบุ๊คถึงสำคัญพอ ๆ กับราคา/สัญญาณของร้านที่ควรให้ความไว้วางใจในระดับแรก,n/a,accurate,present,present(9),spot-check ok
/blog/รับซื้อโน๊ตบุ๊ค-คู่มือครบวงจรสำหรับผู้ขาย/,Blog,src/content/blog/รับซื้อโน๊ตบุ๊ค-คู่มือครบวงจรสำหรับผู้ขาย.md,PASS,natural_thai_ok,clear,has_sections:ทำไมผู้ขายถึงหันมาใช้บริการรับซื้อโน๊ตบุ๊ค/รับซื้อโน๊ตบุ๊คหลายยี่ห้อ หมายความว่าอะไรในทางปฏิบัติ,n/a,accurate,present,present(19),spot-check ok
/blog/โน๊ตบุ๊คจอแตกยังมีราคาไหม/,Blog,src/content/blog/โน๊ตบุ๊คจอแตกยังมีราคาไหม.md,PASS,natural_thai_ok,clear,has_sections:จอแตกแบบไหนที่ยังขายได้/ร้านประเมินราคาโดยดูอะไรเป็นหลัก,n/a,accurate,present,present(10),spot-check ok
/blog/ขายโน๊ตบุ๊ค-และขายโน๊ตบุ๊คมือสอง-คู่มือเตรียมเครื่องและปิดดีล/,Blog,src/content/blog/ขายโน๊ตบุ๊ค-และขายโน๊ตบุ๊คมือสอง-คู่มือเตรียมเครื่องและปิดดีล.md,PASS,natural_thai_ok,clear,has_sections:นิยามสั้น ๆ ว่า “ขาย” ในโลกมือสองต้องการอะไร/เช็คลิสต์ก่อนขายแบบย่อที่สุด,n/a,accurate,present,present(14),spot-check ok
/blog/เช็คราคาโน๊ตบุ๊ค-ตีราคาโน๊ตบุ๊ค-ประเมินราคา-ต่างกันอย่างไร/,Blog,src/content/blog/เช็คราคาโน๊ตบุ๊ค-ตีราคาโน๊ตบุ๊ค-ประเมินราคา-ต่างกันอย่างไร.md,PASS,natural_thai_ok,clear,has_sections:เช็คราคาโน๊ตบุ๊ค มักหมายถึงอะไรในทางปฏิบัติ/ตีราคาโน๊ตบุ๊ค มักลงลึกเรื่องอะไรกว่า,n/a,accurate,present,present(20),spot-check ok
/blog/รับซื้อโน๊ตบุ๊คมือสอง-คู่มือผู้ขายฉบับลึก/,Blog,src/content/blog/รับซื้อโน๊ตบุ๊คมือสอง-คู่มือผู้ขายฉบับลึก.md,PASS,natural_thai_ok,clear,has_sections:คำว่า “มือสอง” ไม่ได้แปลว่าสภาพแย่เสมอไป/โครงสร้างราคาในโลกของโน๊ตบุ๊คมือสอง,n/a,accurate,present,present(16),spot-check ok
/blog/รับซื้อ-notebook-คู่มือผู้ขายจากสเปกถึงการนัดรับ/,Blog,src/content/blog/รับซื้อ-notebook-คู่มือผู้ขายจากสเปกถึงการนัดรับ.md,PASS,natural_thai_ok,clear,has_sections:ทำไมเว็บไซต์ถึงมีทั้งคำว่า Notebook และโน๊ตบุ๊ค/ข้อมูลพื้นฐานที่ควรมีก่อนขาย Notebook มือสอง,n/a,accurate,present,present(15),spot-check ok
/blog/กรณีศึกษา-รับซื้อโน๊ตบุ๊คองค์กร-20-เครื่อง-ปลด-asset-tag/,Blog,src/content/blog/กรณีศึกษา-รับซื้อโน๊ตบุ๊คองค์กร-20-เครื่อง-ปลด-asset-tag.md,PASS,natural_thai_ok,clear,has_sections:รายละเอียดความต้องการและสเปกเครื่อง (กรณีจำลองทั่วไป)/ขั้นตอนการปลดระบบควบคุมและการล้างข้อมูลเพื่อความปลอดภัย,n/a,accurate,present,present(4),spot-check ok
/blog/วิธีดูรุ่นโน๊ตบุ๊ค-windows-ก่อนส่งประเมินราคา/,Blog,src/content/blog/วิธีดูรุ่นโน๊ตบุ๊ค-windows-ก่อนส่งประเมินราคา.md,PASS,natural_thai_ok,clear,has_sections:วิธีตรวจสอบรุ่นโน๊ตบุ๊ค Windows จากภายในระบบปฏิบัติการ/วิธีตรวจสอบรุ่นโน๊ตบุ๊ค Windows จากบอดี้ภายนอก (กรณีเปิดไม่ติด),n/a,accurate,present,present(6),spot-check ok
/blog/โน๊ตบุ๊คเสียขายได้ไหม/,Blog,src/content/blog/โน๊ตบุ๊คเสียขายได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:3 อาการชำรุดยอดนิยมและแนวทางการพิจารณาราคาประเมิน/ควรซ่อมก่อนขายหรือขายตามสภาพชำรุดโดยตรงดี?,n/a,accurate,present,present(7),spot-check ok
/blog/ก่อนขายโน๊ตบุ๊คต้องล้างข้อมูลอย่างไร/,Blog,src/content/blog/ก่อนขายโน๊ตบุ๊คต้องล้างข้อมูลอย่างไร.md,PASS,natural_thai_ok,clear,has_sections:เช็คลิสต์ 4 ขั้นตอนสำคัญก่อนเริ่มกระบวนการล้างเครื่อง/ขั้นตอนการล้างข้อมูลสำหรับระบบปฏิบัติการ Windows,n/a,accurate,present,present(4),spot-check ok
/blog/วิธีดูสเปก-cpu-ram-ssd-ของโน๊ตบุ๊ค/,Blog,src/content/blog/วิธีดูสเปก-cpu-ram-ssd-ของโน๊ตบุ๊ค.md,PASS,natural_thai_ok,clear,has_sections:4 องค์ประกอบหลักที่เป็นตัวกำหนดราคาประเมิน/ขั้นตอนการเช็คสเปกโน๊ตบุ๊ค Windows (เลือกวิธีที่สะดวก),n/a,accurate,present,present(6),spot-check ok
/blog/รับซื้อโน๊ตบุ๊ค-core-i5-i7-ryzen-5-7-ราคาเท่าไหร่/,Blog,src/content/blog/รับซื้อโน๊ตบุ๊ค-core-i5-i7-ryzen-5-7-ราคาเท่าไหร่.md,PASS,natural_thai_ok,clear,has_sections:ทำไม “i7 แพงกว่า i5 เสมอ” ไม่ใช่คำตอบที่ถูกเสมอไป/Intel: i5 กับ i7 ต่างกันตรงไหน (ในมุมราคามือสอง),n/a,accurate,present,present(4),spot-check ok
/blog/กรณีศึกษา-รับซื้อโน๊ตบุ๊คบอร์ดเสียช็อต-ค่าซ่อมไม่คุ้ม/,Blog,src/content/blog/กรณีศึกษา-รับซื้อโน๊ตบุ๊คบอร์ดเสียช็อต-ค่าซ่อมไม่คุ้ม.md,PASS,natural_thai_ok,clear,has_sections:รายละเอียดสเปกและลักษณะอาการชำรุด (กรณีจำลองทั่วไป)/มูลค่าของอะไหล่ภายในซาก Gaming Notebook ที่ยังคงอยู่,n/a,accurate,present,present(4),spot-check ok
/blog/macbook-ไม่มีกล่อง-ไม่มีใบเสร็จ-ขายได้ไหม/,Blog,src/content/blog/macbook-ไม่มีกล่อง-ไม่มีใบเสร็จ-ขายได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:1. ไม่มีกล่องและใบเสร็จ มีผลต่อราคาประเมินอย่างไร?/2. ขั้นตอนการตรวจสอบสิทธิ์และการยืนยันประวัติเครื่อง,n/a,accurate,present,present(4),spot-check ok
/blog/อะไรทำให้ราคาโน๊ตบุ๊คมือสองลดลง/,Blog,src/content/blog/อะไรทำให้ราคาโน๊ตบุ๊คมือสองลดลง.md,PASS,natural_thai_ok,clear,has_sections:1) สเปกไม่ตรงกับการใช้งานของตลาด (CPU/RAM/SSD)/2) สุขภาพแบตเตอรี่ (แบตเสื่อม/แบตบวม),n/a,accurate,present,present(9),spot-check ok
/blog/กรณีศึกษา-รับซื้อโน๊ตบุ๊คโดนน้ำหก-บอร์ดช็อตเปิดไม่ติด/,Blog,src/content/blog/กรณีศึกษา-รับซื้อโน๊ตบุ๊คโดนน้ำหก-บอร์ดช็อตเปิดไม่ติด.md,PASS,natural_thai_ok,clear,has_sections:ข้อมูลสเปกและรายละเอียดความเสียหาย (กรณีจำลองทั่วไป)/เหตุใดการขายตามสภาพจึงเป็นทางเลือกสำหรับบางสถานการณ์?,n/a,accurate,present,present(4),spot-check ok
/รับซื้อโน๊ตบุ๊ค/macbook-battery-swollen/,Condition,src/content/conditions/macbook-battery-swollen.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/macbook-charge-port/,Condition,src/content/conditions/macbook-charge-port.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/macbook-cycle-count/,Condition,src/content/conditions/macbook-cycle-count.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/macbook-keyboard-issue/,Condition,src/content/conditions/macbook-keyboard-issue.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/macbook-screen-crack/,Condition,src/content/conditions/macbook-screen-crack.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/ssd-เสีย/,Condition,src/content/conditions/ssd-เสีย.md,PASS,natural_thai_ok,clear,has_sections:SSD เสียมีอาการอย่างไร/รับซื้อได้ไหม,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/wifi-ไม่ติด/,Condition,src/content/conditions/wifi-ไม่ติด.md,PASS,natural_thai_ok,clear,has_sections:Wi-Fi ไม่ติดคืออะไร/รับซื้อได้ไหม,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/ค้างบ่อย/,Condition,src/content/conditions/ค้างบ่อย.md,PASS,natural_thai_ok,clear,limited_unique,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/คีย์บอร์ดเสีย/,Condition,src/content/conditions/คีย์บอร์ดเสีย.md,PASS,natural_thai_ok,clear,limited_unique,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/เครื่องเก่า/,Condition,src/content/conditions/เครื่องเก่า.md,PASS,natural_thai_ok,clear,has_sections:เครื่องเก่าในนิยามหน้านี้/รับซื้อได้ไหม,n/a,accurate,present,present(4),spot-check ok
/รับซื้อโน๊ตบุ๊ค/จอฟ้า/,Condition,src/content/conditions/จอฟ้า.md,PASS,natural_thai_ok,clear,has_sections:จอฟ้า (Blue Screen) คืออะไร/รับซื้อได้ไหม,n/a,accurate,present,present(4),spot-check ok
/รับซื้อโน๊ตบุ๊ค/จอมีเส้น/,Condition,src/content/conditions/จอมีเส้น.md,PASS,natural_thai_ok,clear,has_sections:จอมีเส้นคืออาการแบบไหน/รับซื้อได้ไหม,n/a,accurate,present,present(5),spot-check ok
/รับซื้อโน๊ตบุ๊ค/จอไม่ติดแต่เครื่องติด/,Condition,src/content/conditions/จอไม่ติดแต่เครื่องติด.md,PASS,natural_thai_ok,clear,has_sections:จอไม่ติดแต่เครื่องติดคืออะไร/รับซื้อได้ไหม,n/a,accurate,present,present(5),spot-check ok
/รับซื้อโน๊ตบุ๊ค/acer-aspire-5/,Model,src/content/brands/acer-aspire-5.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/acer-nitro-17/,Model,src/content/brands/acer-nitro-17.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/acer-predator-helios/,Model,src/content/brands/acer-predator-helios.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/acer-predator-triton/,Model,src/content/brands/acer-predator-triton.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/alienware-m15-r7-r8/,Model,src/content/brands/alienware-m15-r7-r8.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/alienware-m16/,Model,src/content/brands/alienware-m16.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/alienware-m18/,Model,src/content/brands/alienware-m18.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/asus-rog-ally-x/,Model,src/content/brands/asus-rog-ally-x.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/asus-zephyrus-g14/,Model,src/content/brands/asus-zephyrus-g14.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/asus-zephyrus-g16/,Model,src/content/brands/asus-zephyrus-g16.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/dell-g15-g16/,Model,src/content/brands/dell-g15-g16.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/dell-inspiron-15/,Model,src/content/brands/dell-inspiron-15.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/dell-xps-13-15/,Model,src/content/brands/dell-xps-13-15.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/hp-envy-x360/,Model,src/content/brands/hp-envy-x360.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/hp-omen-16/,Model,src/content/brands/hp-omen-16.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/hp-omen-17/,Model,src/content/brands/hp-omen-17.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/hp-spectre-x360/,Model,src/content/brands/hp-spectre-x360.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/hp-victus-17/,Model,src/content/brands/hp-victus-17.md,PASS,natural_thai_ok,clear,has_sections:แนวทางการรับซื้อและประเมินราคา/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/lenovo-ideapad-3-5/,Model,src/content/brands/lenovo-ideapad-3-5.md,PASS,natural_thai_ok,clear,has_sections:IdeaPad 3 / 5 ในมุมรับซื้อมือสอง/รับซื้อรุ่นไหนบ้างในหน้านี้,n/a,accurate,present,present(5),spot-check ok
/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro-7/,Model,src/content/brands/lenovo-legion-pro-7.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:ร้านรับซื้อ Legion Pro 7 ดูอะไรบ้าง/ส่งอะไรให้ประเมินเร็ว,n/a,accurate,present,present(4),thin_body
/รับซื้อโน๊ตบุ๊ค/hp-pavilion/,Series,src/content/brands/hp-pavilion.md,PASS,natural_thai_ok,clear,has_sections:จุดเด่นและการตอบโจทย์การใช้งานของซีรีส์ HP Pavilion/รุ่นย่อยและสเปกยอดนิยมในตลาดรับซื้อ,n/a,accurate,present,present(5),spot-check ok
/รับซื้อโน๊ตบุ๊ค/hp-probook/,Series,src/content/brands/hp-probook.md,PASS,natural_thai_ok,clear,has_sections:จุดเด่นและการตอบโจทย์การใช้งานของซีรีส์ HP ProBook/รุ่นย่อยและสเปกยอดนิยมในตลาดรับซื้อ,n/a,accurate,present,present(5),spot-check ok
/blog/macbook-battery-health-มีผลต่อราคาไหม/,Blog,src/content/blog/macbook-battery-health-มีผลต่อราคาไหม.md,PASS,natural_thai_ok,clear,has_sections:ข้อมูลประกอบบทความ/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
